video,url,frame,color,framerate,descr_timeunit,width,height,aspect_ratio,activity,luminance_range,blurriness,noise
video_351,https://h5.mediathek.at/cdn.php?t=media&i=018AA43B-18A-01DD3-00000484-0189A3E5&ft=mp4,1250,color,25.0,0.04,720,540,1.333333,15,0.522092,0.534336,0.0319481
video_352,https://h5.mediathek.at/cdn.php?t=media&i=018AA43E-089-01DD7-00000484-0189A3E5&ft=mp4,10500,color,25.0,0.04,720,540,1.333333,46,0.922719,0.553888,0.101217
video_352,https://h5.mediathek.at/cdn.php?t=media&i=018AA43E-089-01DD7-00000484-0189A3E5&ft=mp4,2500,color,25.0,0.04,720,540,1.333333,57,0.858248,0.593435,0.104482
video_353,https://h5.mediathek.at/cdn.php?t=media&i=018AA440-32B-01DDB-00000484-0189A3E5&ft=mp4,11750,color,25.0,0.04,720,540,1.333333,13,0.846641,0.561354,0.0937805
video_353,https://h5.mediathek.at/cdn.php?t=media&i=018AA440-32B-01DDB-00000484-0189A3E5&ft=mp4,1750,color,25.0,0.04,720,540,1.333333,32,0.708444,0.506027,0.125069
video_353,https://h5.mediathek.at/cdn.php?t=media&i=018AA440-32B-01DDB-00000484-0189A3E5&ft=mp4,3000,color,25.0,0.04,720,540,1.333333,123,0.769255,0.426965,0.288475
video_355,https://h5.mediathek.at/cdn.php?t=media&i=018AA446-0DB-01DE3-00000484-0189A3E5&ft=mp4,23000,color,25.0,0.04,720,540,1.333333,47,0.807634,0.558172,0.103936
video_355,https://h5.mediathek.at/cdn.php?t=media&i=018AA446-0DB-01DE3-00000484-0189A3E5&ft=mp4,2500,color,25.0,0.04,720,540,1.333333,37,0.748654,0.525108,0.0463882
video_355,https://h5.mediathek.at/cdn.php?t=media&i=018AA446-0DB-01DE3-00000484-0189A3E5&ft=mp4,8000,color,25.0,0.04,720,540,1.333333,54,0.788758,0.661704,0.138251
video_357,https://h5.mediathek.at/cdn.php?t=media&i=018AACD9-146-02980-00000484-0189A3E5&ft=mp4,25250,color,25.0,0.04,720,540,1.333333,21,0.840157,0.170977,0.0
video_357,https://h5.mediathek.at/cdn.php?t=media&i=018AACD9-146-02980-00000484-0189A3E5&ft=mp4,8500,color,25.0,0.04,720,540,1.333333,118,0.69166,0.228859,0.239024
video_357,https://h5.mediathek.at/cdn.php?t=media&i=018AACD9-146-02980-00000484-0189A3E5&ft=mp4,88750,color,25.0,0.04,720,540,1.333333,96,0.838954,0.482241,0.189889
video_359,https://h5.mediathek.at/cdn.php?t=media&i=09BD2F8A-06D-0028C-00000B6C-09BC69D5&ft=mp4,6750,color,25.0,0.04,720,540,1.333333,136,0.759895,0.263715,0.201912
video_359,https://h5.mediathek.at/cdn.php?t=media&i=09BD2F8A-06D-0028C-00000B6C-09BC69D5&ft=mp4,7250,color,25.0,0.04,720,540,1.333333,104,0.670588,0.507072,0.165897
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,14000,black_white,25.0,0.04,720,540,1.333333,25,0.464314,0.574093,0.0704689
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,2500,black_white,25.0,0.04,720,540,1.333333,29,0.648261,0.475096,0.113197
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,28000,black_white,25.0,0.04,720,540,1.333333,21,0.516131,0.548535,0.0887563
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,28750,black_white,25.0,0.04,720,540,1.333333,43,0.471268,0.56864,0.168821
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,30000,black_white,25.0,0.04,720,540,1.333333,12,0.375895,0.511678,0.101117
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,20,0.577725,0.514298,0.0681171
video_360,https://h5.mediathek.at/cdn.php?t=media&i=018AA1C5-2A8-01A70-00000484-0189A3E5&ft=mp4,5250,black_white,25.0,0.04,720,540,1.333333,36,0.655111,0.557366,0.127924
video_361,https://h5.mediathek.at/cdn.php?t=media&i=018AA1CE-304-01A7D-00000484-0189A3E5&ft=mp4,5750,color,25.0,0.04,720,540,1.333333,26,0.812915,0.516066,0.078464
video_362,https://h5.mediathek.at/cdn.php?t=media&i=018AA272-027-01B64-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,27,0.978353,0.28474,0.154398
video_362,https://h5.mediathek.at/cdn.php?t=media&i=018AA272-027-01B64-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,45,0.928261,0.566325,0.0958933
video_363,https://h5.mediathek.at/cdn.php?t=media&i=018AA3B0-000-01D11-00000484-0189A3E5&ft=mp4,2000,color,25.0,0.04,720,540,1.333333,13,0.675451,0.441348,0.0375807
video_363,https://h5.mediathek.at/cdn.php?t=media&i=018AA3B0-000-01D11-00000484-0189A3E5&ft=mp4,3000,color,25.0,0.04,720,540,1.333333,18,0.655895,0.446265,0.0275839
video_363,https://h5.mediathek.at/cdn.php?t=media&i=018AA3B0-000-01D11-00000484-0189A3E5&ft=mp4,5250,color,25.0,0.04,720,540,1.333333,10,0.715503,0.538827,0.01715
video_364,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C1-054-01D29-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,62,0.710327,0.4225,0.154946
video_364,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C1-054-01D29-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,15,0.611137,0.475641,0.062568
video_364,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C1-054-01D29-00000484-0189A3E5&ft=mp4,12750,black_white,25.0,0.04,720,540,1.333333,22,0.737464,0.281672,0.05023
video_364,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C1-054-01D29-00000484-0189A3E5&ft=mp4,3750,black_white,25.0,0.04,720,540,1.333333,40,0.628497,0.400732,0.0833468
video_366,https://h5.mediathek.at/cdn.php?t=media&i=018AA3FC-2D7-01D7D-00000484-0189A3E5&ft=mp4,18250,black_white,25.0,0.04,720,540,1.333333,108,0.570405,0.523943,0.170561
video_366,https://h5.mediathek.at/cdn.php?t=media&i=018AA3FC-2D7-01D7D-00000484-0189A3E5&ft=mp4,2000,black_white,25.0,0.04,720,540,1.333333,24,0.960418,0.485442,0.0231965
video_366,https://h5.mediathek.at/cdn.php?t=media&i=018AA3FC-2D7-01D7D-00000484-0189A3E5&ft=mp4,2750,black_white,25.0,0.04,720,540,1.333333,54,0.932497,0.514202,0.163654
video_366,https://h5.mediathek.at/cdn.php?t=media&i=018AA3FC-2D7-01D7D-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,32,0.896366,0.371325,0.116304
video_367,https://h5.mediathek.at/cdn.php?t=media&i=018AA431-230-01DC5-00000484-0189A3E5&ft=mp4,9250,black_white,25.0,0.04,720,540,1.333333,10,0.879739,0.505503,0.099271
video_368,https://h5.mediathek.at/cdn.php?t=media&i=018AA5AF-0AA-01FE2-00000484-0189A3E5&ft=mp4,14500,color,25.0,0.04,720,540,1.333333,218,0.707085,0.551938,0.0995513
video_368,https://h5.mediathek.at/cdn.php?t=media&i=018AA5AF-0AA-01FE2-00000484-0189A3E5&ft=mp4,20000,color,25.0,0.04,720,540,1.333333,33,0.594144,0.522974,0.0543378
video_368,https://h5.mediathek.at/cdn.php?t=media&i=018AA5AF-0AA-01FE2-00000484-0189A3E5&ft=mp4,35500,color,25.0,0.04,720,540,1.333333,18,0.838275,0.588162,0.0361532
video_368,https://h5.mediathek.at/cdn.php?t=media&i=018AA5AF-0AA-01FE2-00000484-0189A3E5&ft=mp4,42000,color,25.0,0.04,720,540,1.333333,36,0.754144,0.542501,0.095881
video_369,https://h5.mediathek.at/cdn.php?t=media&i=0274CEF8-06A-0000E-000007B0-027440DD&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,17,0.846902,0.259947,0.1134
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,12250,black_white,25.0,0.04,720,540,1.333333,82,0.864523,0.542554,0.13363
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,13000,black_white,25.0,0.04,720,540,1.333333,19,0.705412,0.59193,0.0228244
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,17500,black_white,25.0,0.04,720,540,1.333333,48,0.838536,0.501283,0.100265
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,21000,black_white,25.0,0.04,720,540,1.333333,17,0.833412,0.567333,0.0557497
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,4500,black_white,25.0,0.04,720,540,1.333333,41,0.631686,0.558839,0.0689318
video_370,https://h5.mediathek.at/cdn.php?t=media&i=018AA021-273-0181D-00000484-0189A3E5&ft=mp4,7750,black_white,25.0,0.04,720,540,1.333333,30,0.667242,0.560988,0.11002
video_371,https://h5.mediathek.at/cdn.php?t=media&i=018AA07F-2FF-01895-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,9,0.667294,0.277285,0.0813376
video_371,https://h5.mediathek.at/cdn.php?t=media&i=018AA07F-2FF-01895-00000484-0189A3E5&ft=mp4,3000,black_white,25.0,0.04,720,540,1.333333,79,0.650196,0.341469,0.0482789
video_372,https://h5.mediathek.at/cdn.php?t=media&i=018AA168-154-019EB-00000484-0189A3E5&ft=mp4,9750,black_white,25.0,0.04,720,540,1.333333,11,0.866771,0.531727,0.0331432
video_373,https://h5.mediathek.at/cdn.php?t=media&i=018AA16F-172-019F5-00000484-0189A3E5&ft=mp4,2000,black_white,25.0,0.04,720,540,1.333333,21,0.822275,0.542887,0.135355
video_373,https://h5.mediathek.at/cdn.php?t=media&i=018AA16F-172-019F5-00000484-0189A3E5&ft=mp4,2500,black_white,25.0,0.04,720,540,1.333333,30,0.496993,0.518128,0.118073
video_373,https://h5.mediathek.at/cdn.php?t=media&i=018AA16F-172-019F5-00000484-0189A3E5&ft=mp4,4500,black_white,25.0,0.04,720,540,1.333333,21,0.265673,0.513849,0.0750728
video_373,https://h5.mediathek.at/cdn.php?t=media&i=018AA16F-172-019F5-00000484-0189A3E5&ft=mp4,5500,black_white,25.0,0.04,720,540,1.333333,18,0.667085,0.536281,0.0764636
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,21,0.954039,0.422684,0.11825
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,17250,black_white,25.0,0.04,720,540,1.333333,11,0.504314,0.415284,0.0374598
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,36,0.810562,0.3105,0.100785
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,5500,black_white,25.0,0.04,720,540,1.333333,32,0.813961,0.374631,0.10923
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,5750,black_white,25.0,0.04,720,540,1.333333,35,0.775634,0.456965,0.107159
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,6000,black_white,25.0,0.04,720,540,1.333333,38,0.855059,0.125816,0.0812618
video_374,https://h5.mediathek.at/cdn.php?t=media&i=018AA172-37F-019FA-00000484-0189A3E5&ft=mp4,8250,black_white,25.0,0.04,720,540,1.333333,16,0.359791,0.533375,0.0993886
video_375,https://h5.mediathek.at/cdn.php?t=media&i=018AA174-3C8-019FD-00000484-0189A3E5&ft=mp4,12250,black_white,25.0,0.04,720,540,1.333333,101,0.778667,0.565255,0.187677
video_375,https://h5.mediathek.at/cdn.php?t=media&i=018AA174-3C8-019FD-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,31,0.751529,0.547497,0.0787998
video_375,https://h5.mediathek.at/cdn.php?t=media&i=018AA174-3C8-019FD-00000484-0189A3E5&ft=mp4,6250,black_white,25.0,0.04,720,540,1.333333,19,0.701229,0.527745,0.059513
video_375,https://h5.mediathek.at/cdn.php?t=media&i=018AA174-3C8-019FD-00000484-0189A3E5&ft=mp4,7250,black_white,25.0,0.04,720,540,1.333333,13,0.765961,0.524633,0.0740334
video_375,https://h5.mediathek.at/cdn.php?t=media&i=018AA174-3C8-019FD-00000484-0189A3E5&ft=mp4,9500,black_white,25.0,0.04,720,540,1.333333,40,0.721255,0.530157,0.128675
video_376,https://h5.mediathek.at/cdn.php?t=media&i=018AA178-0DE-01A02-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,27,0.988235,0.543765,0.121616
video_376,https://h5.mediathek.at/cdn.php?t=media&i=018AA178-0DE-01A02-00000484-0189A3E5&ft=mp4,17250,black_white,25.0,0.04,720,540,1.333333,35,0.72915,0.584555,0.0537961
video_376,https://h5.mediathek.at/cdn.php?t=media&i=018AA178-0DE-01A02-00000484-0189A3E5&ft=mp4,4250,black_white,25.0,0.04,720,540,1.333333,28,0.874405,0.540693,0.123633
video_376,https://h5.mediathek.at/cdn.php?t=media&i=018AA178-0DE-01A02-00000484-0189A3E5&ft=mp4,6000,black_white,25.0,0.04,720,540,1.333333,38,0.880105,0.588013,0.0464537
video_377,https://h5.mediathek.at/cdn.php?t=media&i=018AA1A4-1B1-01A41-00000484-0189A3E5&ft=mp4,15500,black_white,25.0,0.04,720,540,1.333333,47,0.738928,0.578148,0.119188
video_377,https://h5.mediathek.at/cdn.php?t=media&i=018AA1A4-1B1-01A41-00000484-0189A3E5&ft=mp4,4750,black_white,25.0,0.04,720,540,1.333333,37,0.734327,0.567851,0.0507844
video_377,https://h5.mediathek.at/cdn.php?t=media&i=018AA1A4-1B1-01A41-00000484-0189A3E5&ft=mp4,8750,black_white,25.0,0.04,720,540,1.333333,18,0.701333,0.574078,0.0299589
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,17250,black_white,25.0,0.04,720,540,1.333333,17,0.525386,0.578099,0.0574847
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,17500,black_white,25.0,0.04,720,540,1.333333,20,0.515974,0.565175,0.0508007
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,20,0.794248,0.556489,0.0265268
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,5000,black_white,25.0,0.04,720,540,1.333333,16,0.639425,0.53113,0.082305
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,5250,black_white,25.0,0.04,720,540,1.333333,19,0.676444,0.508358,0.162771
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,6500,black_white,25.0,0.04,720,540,1.333333,44,0.960209,0.547338,0.126238
video_380,https://h5.mediathek.at/cdn.php?t=media&i=018AA032-0F0-0182F-00000484-0189A3E5&ft=mp4,9250,black_white,25.0,0.04,720,540,1.333333,36,0.603556,0.551273,0.249652
video_381,https://h5.mediathek.at/cdn.php?t=media&i=018AA244-0C3-01B21-00000484-0189A3E5&ft=mp4,13250,black_white,25.0,0.04,720,540,1.333333,88,0.712941,0.514034,0.189214
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,42,0.738248,0.0549881,0.237448
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,2500,black_white,25.0,0.04,720,540,1.333333,61,0.526797,0.0,0.132657
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,4250,black_white,25.0,0.04,720,540,1.333333,93,0.614222,0.405728,0.20732
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,6000,black_white,25.0,0.04,720,540,1.333333,51,0.702327,0.324421,0.17872
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,8500,black_white,25.0,0.04,720,540,1.333333,108,0.675399,0.547417,0.218771
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,8750,black_white,25.0,0.04,720,540,1.333333,72,0.647582,0.280377,0.202819
video_382,https://h5.mediathek.at/cdn.php?t=media&i=018AA246-102-01B24-00000484-0189A3E5&ft=mp4,9250,black_white,25.0,0.04,720,540,1.333333,44,0.60068,0.408561,0.206037
video_385,https://h5.mediathek.at/cdn.php?t=media&i=018AAA95-2DB-0267C-00000484-0189A3E5&ft=mp4,28000,color,25.0,0.04,720,540,1.333333,20,0.723922,0.511808,0.0249395
video_385,https://h5.mediathek.at/cdn.php?t=media&i=018AAA95-2DB-0267C-00000484-0189A3E5&ft=mp4,44500,color,25.0,0.04,720,540,1.333333,20,0.747033,0.509709,0.0381657
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,21000,color,25.0,0.04,720,540,1.333333,40,0.738405,0.170545,0.0685083
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,30000,color,25.0,0.04,720,540,1.333333,59,0.923033,0.347734,0.102367
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,31750,color,25.0,0.04,720,540,1.333333,44,0.980392,0.334316,0.0638095
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,37250,color,25.0,0.04,720,540,1.333333,110,0.937516,0.537066,0.117403
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,6500,color,25.0,0.04,720,540,1.333333,65,0.889987,0.159014,0.128267
video_387,https://h5.mediathek.at/cdn.php?t=media&i=018AACFC-018-029B3-00000484-0189A3E5&ft=mp4,9000,color,25.0,0.04,720,540,1.333333,53,0.800889,0.61792,0.0973265
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,15000,color,25.0,0.04,720,540,1.333333,10,0.813176,0.513123,0.0
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,21250,color,25.0,0.04,720,540,1.333333,35,0.712941,0.584303,0.0654629
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,39250,color,25.0,0.04,720,540,1.333333,20,0.926588,0.257944,0.0
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,47750,color,25.0,0.04,720,540,1.333333,120,0.79017,0.638702,0.251711
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,56250,color,25.0,0.04,720,540,1.333333,75,0.763712,0.590033,0.146427
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,62500,color,25.0,0.04,720,540,1.333333,40,0.785255,0.511949,0.0935022
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,63500,color,25.0,0.04,720,540,1.333333,67,0.727425,0.691231,0.0675075
video_388,https://h5.mediathek.at/cdn.php?t=media&i=018AAD9A-053-02A8F-00000484-0189A3E5&ft=mp4,77250,color,25.0,0.04,720,540,1.333333,35,0.811712,0.419908,0.0769546
video_389,https://h5.mediathek.at/cdn.php?t=media&i=0203B64D-26B-0070F-00000AF8-02018E55&ft=mp4,10250,color,25.0,0.04,720,540,1.333333,104,0.855477,0.571431,0.213892
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,10500,black_white,25.0,0.04,720,540,1.333333,20,0.683137,0.627936,0.110651
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,10750,black_white,25.0,0.04,720,540,1.333333,27,0.679843,0.645901,0.135956
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,11500,black_white,25.0,0.04,720,540,1.333333,17,0.458144,0.580113,0.0983781
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,11750,black_white,25.0,0.04,720,540,1.333333,32,0.681203,0.561655,0.0920501
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,12000,black_white,25.0,0.04,720,540,1.333333,8,0.547399,0.577874,0.0444223
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,27,0.603137,0.665789,0.0838657
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,3000,black_white,25.0,0.04,720,540,1.333333,20,0.511477,0.711219,0.0941002
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,14,0.378667,0.594675,0.048962
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,7000,black_white,25.0,0.04,720,540,1.333333,15,0.517908,0.548354,0.0741473
video_392,https://h5.mediathek.at/cdn.php?t=media&i=018AA043-2FC-01847-00000484-0189A3E5&ft=mp4,7250,black_white,25.0,0.04,720,540,1.333333,13,0.40685,0.593886,0.0744893
video_393,https://h5.mediathek.at/cdn.php?t=media&i=018AA046-378-0184B-00000484-0189A3E5&ft=mp4,4750,black_white,25.0,0.04,720,540,1.333333,42,0.764549,0.392264,0.132606
video_393,https://h5.mediathek.at/cdn.php?t=media&i=018AA046-378-0184B-00000484-0189A3E5&ft=mp4,5750,black_white,25.0,0.04,720,540,1.333333,24,0.622222,0.548998,0.116893
video_393,https://h5.mediathek.at/cdn.php?t=media&i=018AA046-378-0184B-00000484-0189A3E5&ft=mp4,8500,black_white,25.0,0.04,720,540,1.333333,28,0.874405,0.490085,0.172855
video_393,https://h5.mediathek.at/cdn.php?t=media&i=018AA046-378-0184B-00000484-0189A3E5&ft=mp4,9500,black_white,25.0,0.04,720,540,1.333333,18,0.615634,0.484236,0.0293551
video_397,https://h5.mediathek.at/cdn.php?t=media&i=018AA240-013-01B1B-00000484-0189A3E5&ft=mp4,21750,black_white,25.0,0.04,720,540,1.333333,46,0.724601,0.261739,0.175885
video_397,https://h5.mediathek.at/cdn.php?t=media&i=018AA240-013-01B1B-00000484-0189A3E5&ft=mp4,27000,black_white,25.0,0.04,720,540,1.333333,77,0.735425,0.385672,0.181264
video_398,https://h5.mediathek.at/cdn.php?t=media&i=018AA242-052-01B1E-00000484-0189A3E5&ft=mp4,4000,black_white,25.0,0.04,720,540,1.333333,20,0.60115,0.317481,0.102685
video_399,https://h5.mediathek.at/cdn.php?t=media&i=15C64339-295-0003C-00001250-15C58648&ft=mp4,5250,black_white,25.0,0.04,720,540,1.333333,31,0.743739,0.544566,0.104316
video_404,https://h5.mediathek.at/cdn.php?t=media&i=018AA0BA-211-018EB-00000484-0189A3E5&ft=mp4,1000,black_white,25.0,0.04,720,540,1.333333,123,0.951059,0.281495,0.24957
video_404,https://h5.mediathek.at/cdn.php?t=media&i=018AA0BA-211-018EB-00000484-0189A3E5&ft=mp4,3750,black_white,25.0,0.04,720,540,1.333333,196,0.937203,0.239874,0.296364
video_404,https://h5.mediathek.at/cdn.php?t=media&i=018AA0BA-211-018EB-00000484-0189A3E5&ft=mp4,5250,black_white,25.0,0.04,720,540,1.333333,106,0.82902,0.21625,0.174345
video_406,https://h5.mediathek.at/cdn.php?t=media&i=018AA64D-3AC-020C1-00000484-0189A3E5&ft=mp4,22500,color,25.0,0.04,720,540,1.333333,18,0.706248,0.639942,0.135093
video_406,https://h5.mediathek.at/cdn.php?t=media&i=018AA64D-3AC-020C1-00000484-0189A3E5&ft=mp4,8000,color,25.0,0.04,720,540,1.333333,42,0.973542,0.638302,0.163608
video_406,https://h5.mediathek.at/cdn.php?t=media&i=018AA64D-3AC-020C1-00000484-0189A3E5&ft=mp4,8750,color,25.0,0.04,720,540,1.333333,47,0.980392,0.542262,0.208888
video_407,https://h5.mediathek.at/cdn.php?t=media&i=018AAB6F-1B1-02789-00000484-0189A3E5&ft=mp4,5000,color,25.0,0.04,720,540,1.333333,25,0.627294,0.603887,0.114499
video_409,https://h5.mediathek.at/cdn.php?t=media&i=09BD1217-1A7-001EC-00000B6C-09BC69D5&ft=mp4,107500,color,25.0,0.04,720,540,1.333333,85,0.677699,0.747962,0.136256
video_409,https://h5.mediathek.at/cdn.php?t=media&i=09BD1217-1A7-001EC-00000B6C-09BC69D5&ft=mp4,145750,color,25.0,0.04,720,540,1.333333,78,0.702954,0.328271,0.265584
video_409,https://h5.mediathek.at/cdn.php?t=media&i=09BD1217-1A7-001EC-00000B6C-09BC69D5&ft=mp4,43250,color,25.0,0.04,720,540,1.333333,11,0.739712,0.526147,0.0051722
video_410,https://h5.mediathek.at/cdn.php?t=media&i=018AA59B-369-01FC6-00000484-0189A3E5&ft=mp4,2250,black_white,25.0,0.04,720,540,1.333333,50,0.789386,0.431592,0.166782
video_410,https://h5.mediathek.at/cdn.php?t=media&i=018AA59B-369-01FC6-00000484-0189A3E5&ft=mp4,2750,black_white,25.0,0.04,720,540,1.333333,69,0.763085,0.389741,0.21405
video_410,https://h5.mediathek.at/cdn.php?t=media&i=018AA59B-369-01FC6-00000484-0189A3E5&ft=mp4,4500,black_white,25.0,0.04,720,540,1.333333,67,0.619451,0.247107,0.158094
video_410,https://h5.mediathek.at/cdn.php?t=media&i=018AA59B-369-01FC6-00000484-0189A3E5&ft=mp4,5000,black_white,25.0,0.04,720,540,1.333333,53,0.872627,0.395605,0.155477
video_411,https://h5.mediathek.at/cdn.php?t=media&i=018AA59E-255-01FCA-00000484-0189A3E5&ft=mp4,10000,black_white,25.0,0.04,720,540,1.333333,51,0.964758,0.231998,0.109646
video_411,https://h5.mediathek.at/cdn.php?t=media&i=018AA59E-255-01FCA-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,135,0.89532,0.562683,0.138744
